time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20160405:1910,0,0,0,0,0,9.95,1.61,0
20160405:2010,0,0,0,0,0,9.54,1.6,0
20160405:2110,0,0,0,0,0,9.13,1.6,0
20160405:2210,0,0,0,0,0,9.03,1.51,0
20160405:2310,0,0,0,0,0,8.93,1.42,0
20160406:0010,0,0,0,0,0,8.82,1.32,0
20160406:0110,0,0,0,0,0,8.26,1.32,0
20160406:0210,0,0,0,0,0,7.69,1.32,0
20160406:0310,0,0,0,0,0,7.13,1.32,0
20160406:0410,0,0,0,0,0,7.09,1.2,0
20160406:0510,0,0,0,0,0,7.05,1.07,0
20160406:0610,45160,2.5,65.01,1.44,11.83,7.01,0.94,0
20160406:0710,60850,0,85.04,1.78,21.84,8.01,0.7,0
20160406:0810,189040,21.87,208.73,4.68,31.29,9,0.46,0
20160406:0910,431020,214.7,303.84,9.08,39.56,10,0.22,0
20160406:1010,425980,160.55,352.82,9.27,45.78,11.28,0.65,0
20160406:1110,414540,131.99,368.37,9.19,48.88,12.57,1.08,0
20160406:1210,304980,45.23,324.37,7.29,48.09,13.86,1.5,0
20160406:1310,147960,0,187.27,3.92,43.63,13.84,1.89,0
20160406:1410,251480,44.84,260.25,5.93,36.48,13.82,2.28,0
20160406:1510,103660,1.36,134.94,2.84,27.65,13.8,2.66,0
20160406:1610,173910,79.59,139.37,3.79,17.92,12.97,2.26,0
20160406:1710,55040,37.79,53.27,1.59,7.82,12.15,1.86,0
20160406:1810,0,0,0,0,0,11.32,1.46,0
20160406:1910,0,0,0,0,0,9.93,1.61,0
20160406:2010,0,0,0,0,0,8.54,1.77,0
20160406:2110,0,0,0,0,0,7.14,1.92,0
20160406:2210,0,0,0,0,0,6.82,1.92,0
20160406:2310,0,0,0,0,0,6.5,1.93,0
20160407:0010,0,0,0,0,0,6.18,1.93,0
20160407:0110,0,0,0,0,0,5.92,1.86,0
20160407:0210,0,0,0,0,0,5.66,1.78,0
20160407:0310,0,0,0,0,0,5.4,1.71,0
20160407:0410,0,0,0,0,0,5.7,1.91,0
20160407:0510,0,0,0,0,0,5.99,2.11,0
20160407:0610,36060,0.62,55.16,1.17,12.16,6.29,2.3,0
20160407:0710,94610,3,119.61,2.56,22.17,6.99,2.57,0
20160407:0810,224490,40.02,226.37,5.31,31.63,7.68,2.85,0
20160407:0910,81690,0,108.56,2.27,39.92,8.38,3.12,0
20160407:1010,54590,0,77.8,1.63,46.16,8.66,3.16,0
20160407:1110,69500,0,94.99,1.99,49.26,8.94,3.21,0
20160407:1210,154260,0,189.98,3.98,48.45,9.22,3.26,0
20160407:1310,121840,0,153.8,3.22,43.95,9,3.11,0
20160407:1410,47550,0,69.66,1.46,36.75,8.78,2.96,0
20160407:1510,52250,0,75.09,1.57,27.9,8.56,2.81,0
20160407:1610,27300,0,45.23,0.95,18.15,7.91,2.46,0
20160407:1710,20910,1.22,36.29,0.78,8.04,7.27,2.1,0
20160407:1810,0,0,0,0,0,6.62,1.74,0
20160407:1910,0,0,0,0,0,6.04,1.66,0
20160407:2010,0,0,0,0,0,5.46,1.57,0
20160407:2110,0,0,0,0,0,4.87,1.49,0
20160407:2210,0,0,0,0,0,4.62,1.73,0
20160407:2310,0,0,0,0,0,4.36,1.98,0
20160408:0010,0,0,0,0,0,4.1,2.22,0
20160408:0110,0,0,0,0,0,3.38,2.11,0
20160408:0210,0,0,0,0,0,2.65,1.99,0
20160408:0310,0,0,0,0,0,1.93,1.88,0
20160408:0410,0,0,0,0,0,2.09,2,0
20160408:0510,0,0,0,0,0,2.24,2.13,0
20160408:0610,15020,0,28.95,0.61,12.48,2.4,2.26,0
20160408:0710,64850,0,87.75,1.84,22.5,3.35,2.56,0
20160408:0810,112920,0,141.13,2.96,31.98,4.3,2.85,0
20160408:0910,126520,0,156.51,3.28,40.29,5.25,3.14,0
20160408:1010,235580,10.09,266.29,5.7,46.54,5.82,3.25,0
20160408:1110,423080,117.75,369.49,9.08,49.64,6.39,3.36,0
20160408:1210,113270,0,142.94,2.99,48.8,6.96,3.46,0
20160408:1310,88630,0,115.8,2.43,44.26,7.34,3.59,0
20160408:1410,48610,0,70.57,1.48,37.03,7.72,3.72,0
20160408:1510,50860,0,73.28,1.53,28.14,8.11,3.85,0
20160408:1610,117240,22.37,126.08,2.9,18.38,7.43,3.48,0
20160408:1710,35180,7.15,49.58,1.14,8.27,6.75,3.11,0
20160408:1810,0,0,0,0,0,6.06,2.74,0
20160408:1910,0,0,0,0,0,5.47,2.58,0
20160408:2010,0,0,0,0,0,4.87,2.42,0
20160408:2110,0,0,0,0,0,4.27,2.26,0
20160408:2210,0,0,0,0,0,4.11,2.09,0
20160408:2310,0,0,0,0,0,3.95,1.91,0
20160409:0010,0,0,0,0,0,3.78,1.74,0
20160409:0110,0,0,0,0,0,3.13,1.73,0
20160409:0210,0,0,0,0,0,2.48,1.72,0
20160409:0310,0,0,0,0,0,1.83,1.71,0
20160409:0410,0,0,0,0,0,2.05,1.84,0
20160409:0510,0,0,1.7,0.04,2.68,2.28,1.98,0
20160409:0610,9660,0,21.71,0.45,12.81,2.5,2.11,0
20160409:0710,96720,1.97,121.35,2.58,22.83,3.87,2.53,0
20160409:0810,125130,1.13,153.89,3.24,32.32,5.24,2.96,0
20160409:0910,236590,20.51,257.59,5.67,40.64,6.61,3.38,0
20160409:1010,301460,38.9,312.95,7.03,46.92,7.54,3.21,0
20160409:1110,43760,0,65.14,1.36,50.01,8.48,3.04,0
20160409:1210,50480,0,73.28,1.53,49.15,9.42,2.87,0
20160409:1310,48110,0,70.57,1.48,44.57,9.57,2.58,0
20160409:1410,37400,0,57.9,1.21,37.3,9.72,2.29,0
20160409:1510,44940,0,66.95,1.4,28.38,9.88,2,0
20160409:1610,43560,0,65.14,1.36,18.61,9.16,1.74,0
20160409:1710,25020,1.16,41.71,0.89,8.49,8.45,1.49,0
20160409:1810,0,0,0,0,0,7.73,1.23,0
20160409:1910,0,0,0,0,0,7.2,1.14,0
20160409:2010,0,0,0,0,0,6.67,1.05,0
20160409:2110,0,0,0,0,0,6.14,0.97,0
20160409:2210,0,0,0,0,0,5.7,0.86,0
20160409:2310,0,0,0,0,0,5.26,0.76,0
20160410:0010,0,0,0,0,0,4.81,0.66,0
20160410:0110,0,0,0,0,0,3.67,0.67,0
20160410:0210,0,0,0,0,0,2.53,0.67,0
20160410:0310,0,0,0,0,0,1.39,0.68,0
20160410:0410,0,0,0,0,0,1.48,0.89,0
20160410:0510,1820,0,9.35,0.21,3,1.57,1.11,0
20160410:0610,78440,56,66.97,3.22,13.13,1.66,1.32,0
20160410:0710,285440,234.24,110.1,6.65,23.16,4.59,1.42,0
20160410:0810,489930,430.69,145.34,9.83,32.65,7.51,1.52,0
20160410:0910,618320,538.76,205.52,12.01,41,10.44,1.61,0
20160410:1010,755910,760.45,173.6,14.34,47.29,11.56,1.73,0
20160410:1110,788520,771.43,214.78,14.85,50.39,12.69,1.84,0
20160410:1210,797160,803.22,199.41,14.82,49.5,13.82,1.96,0
20160410:1310,739260,722.45,199.17,13.53,44.88,14.61,2.06,0
20160410:1410,659790,670.18,142.67,11.8,37.56,15.41,2.17,0
20160410:1510,500860,489.08,121.11,8.94,28.63,16.21,2.28,0
20160410:1610,295630,278.66,91.96,5.63,18.83,15.03,2.09,0
20160410:1710,69190,59.89,54.98,2.05,8.71,13.85,1.9,0
20160410:1810,0,0,0,0,0,12.67,1.71,0
20160410:1910,0,0,0,0,0,11,1.82,0
20160410:2010,0,0,0,0,0,9.33,1.92,0
20160410:2110,0,0,0,0,0,7.65,2.03,0
20160410:2210,0,0,0,0,0,7.01,1.86,0
20160410:2310,0,0,0,0,0,6.36,1.7,0
20160411:0010,0,0,0,0,0,5.71,1.53,0
20160411:0110,0,0,0,0,0,4.97,1.59,0
20160411:0210,0,0,0,0,0,4.22,1.64,0
20160411:0310,0,0,0,0,0,3.48,1.7,0
20160411:0410,0,0,0,0,0,3.97,1.97,0
20160411:0510,4710,0,14.45,0.32,3.32,4.46,2.25,0
20160411:0610,78560,68.35,60.05,3.49,13.44,4.95,2.52,0
20160411:0710,291600,255.7,100.3,6.92,23.48,8.18,2.26,0
20160411:0810,497800,467.03,126.67,10.16,32.99,11.4,1.99,0
20160411:0910,644080,640.91,152.26,12.71,41.35,14.63,1.72,0
20160411:1010,765380,837.49,129.47,14.84,47.66,15.7,1.82,0
20160411:1110,813040,899.13,143.92,15.61,50.76,16.77,1.91,0
20160411:1210,806870,884.95,153.68,15.31,49.85,17.84,2,0
20160411:1310,746170,796,159.66,13.98,45.19,17.54,1.54,0
20160411:1410,636010,646.3,156.77,11.77,37.83,17.24,1.09,0
20160411:1510,480830,464.29,134.68,8.89,28.86,16.94,0.63,0
20160411:1610,32620,0,53.38,1.12,19.06,15.61,0.95,0
20160411:1710,59740,35.27,61.28,1.82,8.93,14.29,1.26,0
20160411:1810,0,0,0,0,0,12.96,1.57,0
20160411:1910,0,0,0,0,0,11.67,1.54,0
20160411:2010,0,0,0,0,0,10.38,1.52,0
20160411:2110,0,0,0,0,0,9.08,1.49,0
20160411:2210,0,0,0,0,0,8.48,1.47,0
20160411:2310,0,0,0,0,0,7.88,1.44,0
20160412:0010,0,0,0,0,0,7.28,1.42,0
20160412:0110,0,0,0,0,0,7.29,1.59,0
20160412:0210,0,0,0,0,0,7.29,1.75,0
20160412:0310,0,0,0,0,0,7.3,1.92,0
20160412:0410,0,0,0,0,0,7.42,1.9,0
20160412:0510,900,0,7.65,0.17,3.64,7.54,1.89,0
20160412:0610,72140,12.62,89.51,2.29,13.76,7.66,1.88,0
20160412:0710,244470,139.4,158.98,5.89,23.8,8.76,1.71,0
20160412:0810,495090,453.11,135.44,10.14,33.32,9.86,1.55,0
20160412:0910,654030,643.47,151.82,12.81,41.7,10.96,1.39,0
20160412:1010,759040,779.04,164.98,14.61,48.03,12.16,1.59,0
20160412:1110,806960,836.53,180.92,15.37,51.13,13.36,1.78,0
20160412:1210,761370,706.36,249.44,14.42,50.2,14.57,1.97,0
20160412:1310,572640,366.57,334.38,11.29,45.49,15.1,1.99,0
20160412:1410,570450,455.28,243,10.69,38.1,15.63,2.01,0
20160412:1510,253070,84.35,226.19,5.7,29.1,16.16,2.03,0
20160412:1610,164260,62.72,146.99,3.85,19.28,15.27,1.7,0
20160412:1710,57720,30.12,62.47,1.78,9.16,14.38,1.37,0
20160412:1810,0,0,0,0,0,13.48,1.05,0
20160412:1910,0,0,0,0,0,12.33,1.09,0
20160412:2010,0,0,0,0,0,11.17,1.12,0
20160412:2110,0,0,0,0,0,10.01,1.16,0
20160412:2210,0,0,0,0,0,9.42,1.18,0
20160412:2310,0,0,0,0,0,8.83,1.2,0
20160413:0010,0,0,0,0,0,8.23,1.21,0
20160413:0110,0,0,0,0,0,7.59,1.31,0
20160413:0210,0,0,0,0,0,6.95,1.42,0
20160413:0310,0,0,0,0,0,6.31,1.52,0
20160413:0410,0,0,0,0,0,6.42,1.74,0
20160413:0510,5720,0,16.15,0.36,3.95,6.54,1.97,0
20160413:0610,68530,7.77,88.08,2.1,14.07,6.65,2.19,0
20160413:0710,170160,36.27,172.71,4.28,24.12,8.16,2.07,0
20160413:0810,61260,0,85.95,1.8,33.65,9.67,1.95,0
20160413:0910,86750,0,115.8,2.43,42.05,11.18,1.83,0
20160413:1010,48460,0,71.47,1.5,48.4,11.15,1.88,0
20160413:1110,65510,0,91.37,1.91,51.5,11.12,1.93,0
20160413:1210,99540,0,130.28,2.73,50.54,11.09,1.97,0
20160413:1310,234010,12.98,269.46,5.8,45.79,11.54,2.45,0
20160413:1410,132870,0,168.27,3.52,38.36,12,2.92,0
20160413:1510,193110,30.91,205.15,4.66,29.34,12.46,3.39,0
20160413:1610,30430,0,49.76,1.04,19.5,11.52,2.85,0
20160413:1710,28940,2.1,46.28,1,9.37,10.58,2.3,0
20160413:1810,0,0,0,0,0,9.63,1.75,0
20160413:1910,0,0,0,0,0,8.92,1.62,0
20160413:2010,0,0,0,0,0,8.2,1.49,0
20160413:2110,0,0,0,0,0,7.48,1.35,0
20160413:2210,0,0,0,0,0,7.36,1.45,0
20160413:2310,0,0,0,0,0,7.24,1.55,0
20160414:0010,0,0,0,0,0,7.12,1.66,0
20160414:0110,0,0,0,0,0,6.49,1.75,0
20160414:0210,0,0,0,0,0,5.87,1.84,0
20160414:0310,0,0,0,0,0,5.24,1.93,0
20160414:0410,0,0,0,0,0,5.43,1.96,0
20160414:0510,4680,0,14.45,0.32,4.26,5.63,1.99,0
20160414:0610,61080,3.56,82.08,1.84,14.38,5.82,2.01,0
20160414:0710,37170,0,57,1.19,24.43,6.89,2.24,0
20160414:0810,125540,0,157.42,3.3,33.98,7.95,2.46,0
20160414:0910,130650,0,163.75,3.43,42.4,9.02,2.69,0
20160414:1010,375070,88.19,352.75,8.49,48.76,9.92,2.77,0
20160414:1110,593300,325.75,380.48,11.94,51.87,10.82,2.86,0
20160414:1210,636150,400.38,362.8,12.43,50.88,11.73,2.94,0
20160414:1310,525210,276.3,352.39,10.59,46.09,12.31,2.34,0
20160414:1410,308700,80.15,290.86,7.01,38.62,12.9,1.74,0
20160414:1510,304020,134.19,233.88,6.48,29.57,13.49,1.14,0
20160414:1610,267750,208.5,124.51,5.42,19.72,12.72,1.27,0
20160414:1710,64940,38,64.56,1.99,9.59,11.95,1.39,0
20160414:1810,0,0,0,0,0,11.17,1.52,0
20160414:1910,0,0,0,0,0,10.22,1.28,0
20160414:2010,0,0,0,0,0,9.27,1.05,0
20160414:2110,0,0,0,0,0,8.31,0.81,0
20160414:2210,0,0,0,0,0,7.97,1.24,0
20160414:2310,0,0,0,0,0,7.63,1.67,0
20160415:0010,0,0,0,0,0,7.29,2.1,0
20160415:0110,0,0,0,0,0,7.53,2.29,0
20160415:0210,0,0,0,0,0,7.78,2.47,0
20160415:0310,0,0,0,0,0,8.02,2.66,0
20160415:0410,0,0,0,0,0,8.24,2.71,0
20160415:0510,3090,0,11.9,0.27,4.57,8.45,2.75,0
20160415:0610,32360,0,51.57,1.08,14.68,8.67,2.8,0
20160415:0710,82210,0,109.47,2.29,24.74,9.08,3.07,0
20160415:0810,42030,0,63.33,1.33,34.3,9.48,3.33,0
20160415:0910,140090,0,174.61,3.66,42.74,9.89,3.6,0
20160415:1010,130040,0,163.75,3.43,49.12,10.51,3.91,0
20160415:1110,211420,2.5,252.67,5.32,52.23,11.13,4.22,0
20160415:1210,142310,0,178.22,3.73,51.22,11.75,4.52,0
20160415:1310,149270,0,186.37,3.9,46.39,12.03,4.13,0
20160415:1410,514680,319.98,287.54,9.87,38.88,12.32,3.73,0
20160415:1510,169300,16.49,193,4.24,29.8,12.61,3.34,0
20160415:1610,75870,1.21,102.34,2.16,19.94,11.92,2.9,0
20160415:1710,29620,1,48.01,1.02,9.81,11.23,2.46,0
20160415:1810,0,0,0,0,0,10.54,2.03,0
20160415:1910,0,0,0,0,0,10.02,2.17,0
20160415:2010,0,0,0,0,0,9.49,2.3,0
20160415:2110,0,0,0,0,0,8.96,2.44,0
20160415:2210,0,0,0,0,0,9.14,2.62,0
20160415:2310,0,0,0,0,0,9.31,2.79,0
20160416:0010,0,0,0,0,0,9.48,2.97,0
20160416:0110,0,0,0,0,0,9.29,2.56,0
20160416:0210,0,0,0,0,0,9.1,2.16,0
20160416:0310,0,0,0,0,0,8.91,1.75,0
20160416:0410,0,0,0,0,0,9.02,1.93,0
20160416:0510,170,0,5.95,0.13,4.87,9.14,2.11,0
20160416:0610,13810,0,28.05,0.59,14.98,9.25,2.29,0
20160416:0710,111140,3.74,138.62,2.97,25.05,9.53,3.01,0
20160416:0810,45030,0,66.95,1.4,34.62,9.81,3.73,0
20160416:0910,330880,74.45,312.63,7.56,43.08,10.09,4.46,0
20160416:1010,548880,276.7,365,11.2,49.47,11.14,4.92,0
20160416:1110,550780,254.27,392.07,11.31,52.59,12.2,5.38,0
20160416:1210,828590,778.17,214.74,15.1,51.55,13.26,5.85,0
20160416:1310,104160,0,136.61,2.86,46.68,14.2,5.69,0
20160416:1410,52960,0,77.8,1.63,39.13,15.14,5.53,0
20160416:1510,96090,0,128.47,2.69,30.03,16.09,5.37,0
20160416:1610,46170,0,69.66,1.46,20.16,14.87,4.14,0
20160416:1710,29250,0.98,48,1.02,10.03,13.66,2.92,0
20160416:1810,0,0,0,0,0,12.44,1.7,0
20160416:1910,0,0,0,0,0,11.61,1.83,0
20160416:2010,0,0,0,0,0,10.78,1.96,0
20160416:2110,0,0,0,0,0,9.94,2.1,0
20160416:2210,0,0,0,0,0,10.03,2.63,0
20160416:2310,0,0,0,0,0,10.11,3.15,0
20160417:0010,0,0,0,0,0,10.19,3.68,0
20160417:0110,0,0,0,0,0,9.65,3.51,0
20160417:0210,0,0,0,0,0,9.12,3.33,0
20160417:0310,0,0,0,0,0,8.58,3.16,0
20160417:0410,0,0,0,0,0,8.61,3.08,0
20160417:0510,10810,0,23.8,0.53,5.18,8.64,2.99,0
20160417:0610,85320,18.12,100.61,2.73,15.28,8.67,2.91,0
20160417:0710,87840,0,115.8,2.43,25.35,9.06,3.17,0
20160417:0810,96560,0,125.75,2.63,34.93,9.45,3.43,0
20160417:0910,154770,0,190.89,4,43.41,9.84,3.7,0
20160417:1010,363400,74.9,351.41,8.32,49.83,10.14,3.51,0
20160417:1110,399580,93.07,376.42,9.02,52.95,10.45,3.33,0
20160417:1210,66520,0,92.28,1.93,51.88,10.76,3.14,0
20160417:1310,72980,0,99.52,2.08,46.97,10.23,2.83,0
20160417:1410,72340,0,98.61,2.07,39.39,9.7,2.51,0
20160417:1510,45880,0,67.85,1.42,30.26,9.18,2.19,0
20160417:1610,27910,0,46.14,0.97,20.38,8.69,2.07,0
20160417:1710,30780,0.96,48.9,1.04,10.24,8.2,1.95,0
20160417:1810,0,0,0,0,0,7.7,1.83,0
20160417:1910,0,0,0,0,0,7.24,1.59,0
20160417:2010,0,0,0,0,0,6.78,1.34,0
20160417:2110,0,0,0,0,0,6.31,1.09,0
20160417:2210,0,0,0,0,0,6.26,0.95,0
20160417:2310,0,0,0,0,0,6.21,0.8,0
20160418:0010,0,0,0,0,0,6.15,0.66,0
20160418:0110,0,0,0,0,0,5.71,0.92,0
20160418:0210,0,0,0,0,0,5.28,1.18,0
20160418:0310,0,0,0,0,0,4.84,1.43,0
20160418:0410,0,0,0,0,0,5.05,1.54,0
20160418:0510,930,0,7.65,0.17,5.47,5.27,1.65,0
20160418:0610,23220,0,39.81,0.83,15.58,5.48,1.75,0
20160418:0710,30560,0,48.85,1.02,25.65,5.8,1.95,0
20160418:0810,93830,0,121.23,2.54,35.24,6.12,2.16,0
20160418:0910,59890,0,83.23,1.74,43.74,6.44,2.36,0
20160418:1010,66280,0,90.47,1.89,50.18,6.44,2.62,0
20160418:1110,92980,0,120.32,2.52,53.3,6.45,2.87,0
20160418:1210,54390,0,76.9,1.61,52.21,6.46,3.13,0
20160418:1310,79380,0,104.94,2.2,47.26,6.06,3.36,0
20160418:1410,66610,0,90.47,1.89,39.64,5.66,3.58,0
20160418:1510,45280,0,66.04,1.38,30.49,5.26,3.81,0
20160418:1610,19010,0,34.38,0.72,20.59,4.81,3.27,0
20160418:1710,21920,0,38,0.8,10.46,4.37,2.74,0
20160418:1810,0,0,0,0,0,3.92,2.21,0
20160418:1910,0,0,0,0,0,3.43,1.98,0
20160418:2010,0,0,0,0,0,2.94,1.75,0
20160418:2110,0,0,0,0,0,2.44,1.52,0
20160418:2210,0,0,0,0,0,2.56,1.41,0
20160418:2310,0,0,0,0,0,2.67,1.31,0
20160419:0010,0,0,0,0,0,2.78,1.2,0
20160419:0110,0,0,0,0,0,2.41,0.95,0
20160419:0210,0,0,0,0,0,2.03,0.69,0
20160419:0310,0,0,0,0,0,1.66,0.44,0
20160419:0410,0,0,0,0,0,1.96,0.49,0
20160419:0510,11190,0,23.8,0.53,5.77,2.26,0.54,0
20160419:0610,68070,2.89,89.34,1.97,15.87,2.56,0.59,0
20160419:0710,174750,30.24,180.97,4.38,25.94,4.51,0.87,0
20160419:0810,326120,113.89,268.02,7.39,35.55,6.47,1.14,0
20160419:0910,616240,502.18,233.98,12.43,44.07,8.42,1.42,0
20160419:1010,784710,820.24,145.4,15.37,50.52,9.66,1.62,0
20160419:1110,840530,909.14,140.6,16.26,53.65,10.9,1.83,0
20160419:1210,842820,925.32,130.61,16.09,52.54,12.14,2.03,0
20160419:1310,785780,832.63,138.81,14.72,47.54,12.43,2.22,0
20160419:1410,674390,677.05,140.59,12.47,39.89,12.73,2.4,0
20160419:1510,515690,497.87,118.98,9.61,30.71,13.03,2.59,0
20160419:1610,304370,278.01,97.08,6.21,20.8,12.02,2.34,0
20160419:1710,85170,84.26,54.78,2.8,10.67,11.01,2.09,0
20160419:1810,0,0,0,0,0,9.99,1.83,0
20160419:1910,0,0,0,0,0,8.52,1.94,0
20160419:2010,0,0,0,0,0,7.05,2.06,0
20160419:2110,0,0,0,0,0,5.57,2.17,0
20160419:2210,0,0,0,0,0,5.01,2.01,0
20160419:2310,0,0,0,0,0,4.45,1.86,0
20160420:0010,0,0,0,0,0,3.89,1.71,0
20160420:0110,0,0,0,0,0,3.48,1.64,0
20160420:0210,0,0,0,0,0,3.06,1.56,0
20160420:0310,0,0,0,0,0,2.65,1.49,0
20160420:0410,0,0,0,0,0,3.04,1.9,0
20160420:0510,14920,0,28.9,0.64,6.06,3.44,2.31,0
20160420:0610,98750,87.52,65.11,4.38,16.16,3.83,2.72,0
20160420:0710,318910,283.19,99.52,7.84,26.23,6.84,2.73,0
20160420:0810,522740,488.08,126.42,11.01,35.85,9.85,2.74,0
20160420:0910,675520,671.01,144.33,13.6,44.39,12.86,2.74,0
20160420:1010,790430,852.44,126.07,15.61,50.87,14.25,2.72,0
20160420:1110,838130,927.34,128.79,16.41,54,15.64,2.7,0
20160420:1210,827960,908.84,141.75,16.09,52.86,17.03,2.68,0
20160420:1310,765990,802.35,157.66,14.65,47.83,17.38,2.87,0
20160420:1410,651150,640.85,160.96,12.33,40.13,17.73,3.06,0
20160420:1510,493550,462.6,138.7,9.47,30.94,18.08,3.26,0
20160420:1610,286540,248.76,111.23,6.06,21.02,16.72,2.82,0
20160420:1710,82210,73.6,60.8,2.75,10.88,15.37,2.39,0
20160420:1810,0,0,0,0,0,14.01,1.96,0
20160420:1910,0,0,0,0,0,12.2,2.05,0
20160420:2010,0,0,0,0,0,10.38,2.14,0
20160420:2110,0,0,0,0,0,8.56,2.23,0
20160420:2210,0,0,0,0,0,8,2.09,0
20160420:2310,0,0,0,0,0,7.44,1.94,0
20160421:0010,0,0,0,0,0,6.88,1.79,0
20160421:0110,0,0,0,0,0,6.38,1.84,0
20160421:0210,0,0,0,0,0,5.87,1.89,0
20160421:0310,0,0,0,0,0,5.37,1.93,0
20160421:0410,0,0,0,0,0,6.11,2.25,0
20160421:0510,17890,0,33.15,0.74,6.35,6.84,2.57,0
20160421:0610,99220,92.25,63.86,4.53,16.44,7.58,2.88,0
20160421:0710,288150,200.9,149.76,7.18,26.52,10.6,2.6,0
20160421:0810,471660,374.94,190.84,10.27,36.15,13.62,2.31,0
20160421:0910,646420,634.97,166.05,13.45,44.71,16.64,2.03,0
20160421:1010,747900,791.81,164.4,15.37,51.2,17.96,1.71,0
20160421:1110,764040,783.17,213.52,15.69,54.34,19.28,1.4,0
20160421:1210,757860,797.08,205.78,15.54,53.18,20.6,1.09,0
20160421:1310,710750,729.97,197.74,14.3,48.11,20.64,1.18,0
20160421:1410,606230,581.47,192.15,12.05,40.38,20.69,1.27,0
20160421:1510,396960,279.56,216.72,8.26,31.16,20.74,1.37,0
20160421:1610,287540,263.44,105.09,6.23,21.23,19.2,1.45,0
20160421:1710,70340,33.9,75.85,2.27,11.09,17.67,1.54,0
20160421:1810,0,0,0,0,0,16.13,1.63,0
20160421:1910,0,0,0,0,0,15.22,1.46,0
20160421:2010,0,0,0,0,0,14.3,1.3,0
20160421:2110,0,0,0,0,0,13.38,1.13,0
20160421:2210,0,0,0,0,0,12.48,1.06,0
20160421:2310,0,0,0,0,0,11.58,0.98,0
20160422:0010,0,0,0,0,0,10.68,0.91,0
20160422:0110,0,0,0,0,0,10.17,0.98,0
20160422:0210,0,0,0,0,0,9.65,1.05,0
20160422:0310,0,0,0,0,0,9.14,1.12,0
20160422:0410,0,0,0,0,0,9.5,1.39,0
20160422:0510,19540,0,35.7,0.8,6.63,9.87,1.66,0
20160422:0610,103680,43.34,104.22,3.71,16.72,10.23,1.93,0
20160422:0710,265930,152.01,174.43,6.71,26.8,12.14,1.95,0
20160422:0810,389070,209.55,258.76,8.81,36.45,14.04,1.97,0
20160422:0910,483880,265.72,323.68,10.61,45.02,15.95,1.99,0
20160422:1010,652160,502.39,308.64,13.53,51.54,16.39,2.04,0
20160422:1110,766090,727.69,244.51,15.44,54.68,16.83,2.09,0
20160422:1210,743740,671.49,270.58,14.85,53.5,17.27,2.14,0
20160422:1310,675210,566.38,276.94,13.36,48.39,17.2,2.25,0
20160422:1410,610800,541.29,211.89,11.86,40.62,17.13,2.36,0
20160422:1510,486630,445.5,148.08,9.49,31.38,17.07,2.47,0
20160422:1610,290510,255.27,109.51,6.23,21.44,16.04,2.24,0
20160422:1710,75040,41.2,75.03,2.43,11.3,15.01,2.01,0
20160422:1810,0,0,0,0,0,13.97,1.78,0
20160422:1910,0,0,0,0,0,12.95,1.62,0
20160422:2010,0,0,0,0,0,11.93,1.46,0
20160422:2110,0,0,0,0,0,10.91,1.3,0
20160422:2210,0,0,0,0,0,10.79,1.03,0
20160422:2310,0,0,0,0,0,10.67,0.76,0
20160423:0010,0,0,0,0,0,10.54,0.5,0
20160423:0110,0,0,0,0,0,10.04,0.95,0
20160423:0210,0,0,0,0,0,9.53,1.4,0
20160423:0310,0,0,0,0,0,9.03,1.85,0
20160423:0410,0,0,0,0,0,9.03,1.79,0
20160423:0510,170,0,5.95,0.13,6.91,9.02,1.74,0
20160423:0610,32270,0,51.57,1.08,17,9.02,1.68,0
20160423:0710,74810,0,101.33,2.12,27.08,9.28,1.93,0
20160423:0810,206240,16.68,232.18,5.13,36.74,9.55,2.17,0
20160423:0910,290600,39.4,304.91,6.95,45.33,9.81,2.41,0
20160423:1010,186690,0,227.08,4.76,51.87,9.62,2.36,0
20160423:1110,123000,0,155.61,3.26,55.02,9.43,2.3,0
20160423:1210,106130,0,136.61,2.86,53.82,9.25,2.25,0
20160423:1310,98150,0,127.56,2.67,48.66,9.27,2.71,0
20160423:1410,79730,0,106.75,2.24,40.86,9.29,3.18,0
20160423:1510,58350,0,82.33,1.72,31.6,9.31,3.64,0
20160423:1610,39970,0,60.61,1.27,21.64,8.46,4.05,0
20160423:1710,22290,0,38.9,0.81,11.51,7.61,4.46,0
20160423:1810,0,0,0,0,0,6.75,4.87,0
20160423:1910,0,0,0,0,0,5.84,4.4,0
20160423:2010,0,0,0,0,0,4.93,3.93,0
20160423:2110,0,0,0,0,0,4.02,3.46,0
20160423:2210,0,0,0,0,0,3.84,3.49,0
20160423:2310,0,0,0,0,0,3.66,3.51,0
20160424:0010,0,0,0,0,0,3.48,3.53,0
20160424:0110,0,0,0,0,0,2.71,3.38,0
20160424:0210,0,0,0,0,0,1.95,3.23,0
20160424:0310,0,0,0,0,0,1.18,3.08,0
20160424:0410,0,0,0,0,0,1.27,3.05,0
20160424:0510,13800,0,27.2,0.61,7.18,1.36,3.03,0
20160424:0610,38220,0,57,1.19,17.27,1.45,3.01,0
20160424:0710,118310,1.78,143.92,3.05,27.36,2.08,2.97,0
20160424:0810,93010,0,118.51,2.48,37.03,2.7,2.94,0
20160424:0910,493360,227.5,333.61,10.29,45.64,3.33,2.91,0
